en,fr
polar,polaire
fallen,déchu
precise,précis
sussex,Sussex
respiratory,respiratoire
notifications,notifications
msgid,msgide
transexual,transexuel
mainstream,grand public
invoice,facture
evaluating,évaluation
lip,lèvre
subcommittee,sous-comité
sap,sève
gather,rassembler
suse,suser
maternity,maternité
backed,soutenu
alfred,Alfred
colonial,colonial
mf,MF
carey,souci
motels,motels
forming,formation
embassy,ambassade
cave,grotte
journalists,journalistes
danny,Danny
rebecca,Rebecca
slight,léger
proceeds,procédures
indirect,indirect
amongst,parmi
wool,laine
foundations,fondations
msgstr,msgstr
arrest,arrêter
volleyball,volley-ball
mw,MW
adipex,adipex
horizon,horizon
nu,nu
deeply,profondément
toolbox,boîte à outils
ict,TIC
marina,marina
liabilities,responsabilités
prizes,prix
bosnia,Bosnie
browsers,navigateurs
decreased,diminué
patio,patio
dp,DP
tolerance,tolérance
surfing,surf
creativity,créativité
lloyd,lloyd
describing,décrivant
optics,optique
pursue,poursuivre
lightning,foudre
overcome,surmonter
eyed,aux yeux
ou,ou
quotations,citations
grab,saisir
inspector,inspecteur
attract,attirer
brighton,Brighton
beans,haricots
bookmarks,signets
ellis,ellis
disable,désactiver
snake,serpent
succeed,réussir
leonard,léonard
lending,prêt
oops,oups
reminder,rappel
nipple,mamelon
xi,xi
searched,recherché
behavioral,comportemental
riverside,rivière
bathrooms,salle de bain
plains,plaines
sku,sku
ht,HT
raymond,Raymond
insights,connaissances
abilities,capacités
initiated,initié
sullivan,sullivan
za,za
midwest,Midwest
karaoke,karaoké
trap,piège
lonely,solitaire
fool,idiot
ve,ve
nonprofit,à but non lucratif
lancaster,Lancaster
suspended,suspendu
hereby,par la présente
observe,observer
julia,Julia
containers,conteneurs
attitudes,attitudes
karl,karl
berry,baie
collar,collier
simultaneously,simultanément
racial,racial
integrate,intégrer
bermuda,Bermudes
amanda,amanda
sociology,sociologie
mobiles,mobiles
screenshot,capture d'écran
exhibitions,expositions
kelkoo,kelkoo
confident,confiant
retrieved,récupéré
exhibits,expositions
officially,officiellement
consortium,consortium
dies,décède
terrace,terrasse
bacteria,bactéries
pts,pts
replied,a répondu
seafood,fruit de mer
novels,romans
rh,rh
rrp,RRP
recipients,récipiendaire
playboy,playboy
ought,devrait
delicious,délicieux
traditions,traditions
fg,FG
jail,prison
safely,sans risque
finite,fini
kidney,rein
periodically,périodiquement
fixes,correctifs
sends,envoi
durable,durable
mazda,mazda
allied,allié
throws,lancers
moisture,humidité
hungarian,hongrois
roster,liste
referring,référence
symantec,symantec
spencer,spencer
wichita,wichita
nasdaq,nasdaq
uruguay,Uruguay
ooo,ooo
hz,HZ
transform,transformer
timer,minuteur
tablets,comprimés
tuning,réglage
gotten,se promener
educators,éducateurs
tyler,Tyler
futures,avenir
vegetable,légume
verse,verset
highs,hauts
humanities,sciences humaines
independently,indépendamment
wanting,vouloir
custody,garde à vue
scratch,gratter
launches,lancements
ipaq,ipaq
alignment,alignement
masturbating,masturbation
henderson,Henderson
bk,BK
britannica,Britannica
comm,communiquer
ellen,Ellen
competitors,concurrents
nhs,NHS
rocket,fusée
aye,toujours
bullet,balle
towers,tours
racks,racks
lace,dentelle
nasty,méchant
visibility,visibilité
latitude,latitude
consciousness,conscience
ste,ste
tumor,tumeur
ugly,laid
deposits,dépôts
beverly,beverly
mistress,maîtresse
encounter,rencontre
trustees,administrateurs
watts,watts
duncan,Duncan
reprints,réimpressions
hart,cerf
bernard,Bernard
resolutions,résolutions
ment,menton
accessing,accès à l'accès
forty,quarante
tubes,tubes
attempted,tentative
col,col
midlands,Midlands
priest,prêtre
floyd,Floyd
ronald,Ronald
analysts,analystes
queue,file d'attente
dx,dx
sk,skin
trance,transe
locale,lieu
nicholas,Nicolas
biol,biol
yu,yu
bundle,paquet
hammer,marteau
invasion,invasion
witnesses,témoins
runner,coureur
rows,rangées
administered,administré
notion,notion
sq,sq
skins,peaux
mailed,par la poste
oc,OC
fujitsu,Fujitsu
spelling,orthographe
arctic,Arctique
exams,examens
rewards,récompenses
beneath,sous
strengthen,renforcer
defend,défendre
aj,AJ
frederick,Frederick
medicaid,Medicaid
treo,treo
infrared,infrarouge
seventh,septième
gods,dieux
une,incertain
welsh,gallois
belly,ventre
aggressive,agressif
tex,Texas
advertisements,publicités
quarters,quartiers
stolen,volé
cia,CIA
sublimedirectory,sublimedirectory
soonest,le plus tôt
haiti,Haïti
disturbed,perturbé
determines,déterminer
sculpture,sculpture
poly,poly
ears,oreilles
dod,dod
wp,WP
fist,poing
naturals,naturels
neo,néo
motivation,motivation
lenders,prêteurs
pharmacology,pharmacologie
fitting,convenable
fixtures,luminaires
bloggers,blogueurs
mere,simple
agrees,être en accord
passengers,passagers
quantities,quantités
petersburg,Pétersbourg
consistently,constamment
powerpoint,PowerPoint
cons,inconvénients
surplus,surplus
elder,aîné
sonic,sonique
obituaries,nécrologies
cheers,acclamations
dig,creuser
taxi,Taxi
punishment,punition
appreciation,appréciation
subsequently,ensuite
om,om
belarus,Biélorussie
nat,nat
zoning,zonage
gravity,pesanteur
providence,providence
thumb,pouce
restriction,restriction
incorporate,intégrer
backgrounds,antécédents
treasurer,trésorier
guitars,guitares
essence,essence
flooring,sol
lightweight,léger
ethiopia,Ethiopie
tp,tp
mighty,puissant
athletes,athlètes
humanity,humanité
transcription,transcription
jm,jm
holmes,Holmes
complications,complications
scholars,savants
dpi,DPI
scripting,script
gis,gis
remembered,rappelé
galaxy,galaxie
chester,Chester
snapshot,instantané
caring,bienveillance
loc,localiser
worn,porté
synthetic,synthétique
shaw,shaw
vp,vice-président
segments,segments
testament,testament
expo,expo
dominant,dominant
twist,torsion
specifics,détails
itunes,iTunes
stomach,estomac
partially,partiellement
buried,enterré
cn,CN
newbie,débutant
minimize,minimiser
darwin,darwin
ranks,rangs
wilderness,désert
debut,début
generations,générations
tournaments,tournois
bradley,Bradley
deny,refuser
anatomy,anatomie
bali,bali
judy,Judy
sponsorship,parrainage
headphones,casque
fraction,fraction
trio,trio
proceeding,procédure
cube,cube
defects,défauts
volkswagen,Volkswagen
uncertainty,incertitude
breakdown,panne
milton,Milton
marker,marqueur
reconstruction,reconstruction
subsidiary,filiale
strengths,forces
clarity,clarté
rugs,tapissements
sandra,Sandra
adelaide,Adélaïde
encouraging,encourageant
furnished,meublé
monaco,monaco
settled,réglé
folding,pliant
emirates,Émirats
terrorists,terroristes
airfare,billet d'avion
comparisons,comparaisons
beneficial,avantageux
distributions,distribution
vaccine,vaccin
belize,Belize
crap,merde
fate,destin
viewpicture,victoire
promised,promis
volvo,volvo
penny,penny
robust,robuste
bookings,réservations
threatened,menacé
minolta,Minolta
republicans,républicains
discusses,discute
gui,gui
porter,porter
gras,gras
jungle,jungle
ver,ver
rn,rn
responded,a répondu
rim,jante
abstracts,résumés
zen,Zen
ivory,ivoire
alpine,alpin
dis,discours
prediction,prédiction
pharmaceuticals,médicaments
andale,Andale
fabulous,fabuleux
remix,remix
alias,alias
thesaurus,thésaurus
individually,individuellement
battlefield,champ de bataille
literally,littéralement
newer,plus récent
kay,kay
ecological,écologique
spice,pimenter
oval,ovale
implies,implique
cg,cg
soma,soma
ser,ser
cooler,glacière
appraisal,évaluation
consisting,composé
maritime,maritime
periodic,périodique
submitting,soumission
overhead,aérien
ascii,ascii
prospect,perspective
shipment,expédition
breeding,reproduction
citations,citations
geographical,géographique
donor,donneur
mozambique,Mozambique
tension,tension
href,href
benz,benz
trash,poubelle
shapes,formes
wifi,wifi
tier,étage
fwd,FWD
earl,comte
manor,manoir
envelope,enveloppe
diane,Diane
homeland,patrie
disclaimers,avertissement
championships,championnats
excluded,exclu
andrea,Andrea
breeds,races
rapids,rapides
disco,disco
sheffield,Sheffield
bailey,baiey
aus,AUS
endif,endire
finishing,finition
emotions,émotions
wellington,Wellington
incoming,entrant
prospects,perspectives
lexmark,lexmark
cleaners,nettoyeurs
bulgarian,bulgare
hwy,autoroute
eternal,éternel
cashiers,caissiers
guam,Guam
cite,citer
aboriginal,aborigène
remarkable,remarquable
rotation,rotation
nam,nam
preventing,prévention
productive,productif
boulevard,boulevard
eugene,eugene
ix,ix
gdp,PIB
pig,cochon
metric,métrique
compliant,conforme
minus,moins
penalties,pénalités
bennett,Bennett
imagination,imagination
hotmail,hotmail
refurbished,rénové
joshua,Joshua
armenia,Arménie
varied,varié
grande,grandeur
closest,le plus proche
activated,activé
actress,actrice
mess,désordre
conferencing,conférences
assign,attribuer
armstrong,armstrong
politicians,politiciens
trackbacks,trackbacks
lit,allumé
accommodate,accommoder
tigers,tigres
aurora,aurore
una,un
slides,diapositives
milan,Milan
premiere,première
lender,prêteur
villages,villages
shade,ombre
chorus,chœur
christine,Christine
rhythm,rythme
digit,chiffre
argued,argumenté
dietary,diététique
symphony,symphonie
clarke,clarde
sudden,soudain
accepting,acceptant
precipitation,précipitation
marilyn,Marilyn
lions,lions
findlaw,finir
ada,Ada
pools,piscines
tb,TB
lyric,lyrique
claire,claire
isolation,isolement
speeds,vitesses
sustained,soutenu
matched,assorti
approximate,approximatif
rope,corde
carroll,Carroll
rational,rationnel
programmer,programmeur
fighters,combattants
chambers,chambres
dump,décharge
greetings,salutations
inherited,hérité
warming,échauffement
incomplete,incomplet
vocals,voix
chronicle,chronique
fountain,fontaine
chubby,joufflu
grave,tombe
legitimate,légitime
biographies,biographies
burner,brûleur
yrs,année
foo,foo
investigator,enquêteur
gba,obtenir
plaintiff,demandeur
finnish,finlandais
gentle,doux
bm,BM
prisoners,prisonniers
deeper,Plus profond
muslims,musulmans
hose,tuyau
mediterranean,méditerranéen
nightlife,vie nocturne
footage,images
howto,comment
worthy,digne
reveals,révèle
architects,architectes
saints,saints
entrepreneur,entrepreneur
carries,transport
sig,sig
freelance,free-lance
duo,duo
excessive,excessif
devon,Devon
screensaver,économiseur d'écran
helena,Helena
saves,sauvegarde
regarded,considéré
valuation,évaluation
unexpected,inattendu
cigarette,cigarette
fog,brouillard
characteristic,caractéristiques
marion,Marion
lobby,hall d'entrée
egyptian,égyptien
tunisia,Tunisie
metallica,métallica
outlined,décrit
consequently,par conséquent
headline,titre
treating,traitement
punch,punch
appointments,nominations
str,Str
gotta,Gotta
cowboy,cow-boy
narrative,narratif
bahrain,bahreïn
enormous,énorme
karma,karma
consist,consister
betty,Betty
queens,reines
academics,universitaires
pubs,pubs
quantitative,quantitatif
shemales,Shemales
lucas,Lucas
screensavers,économiseurs d'écran
subdivision,subdivision
tribes,tribus
vip,VIP
defeat,défaite
clicks,clics
distinction,distinction
honduras,Honduras
naughty,vilain
hazards,dangers
insured,assuré
harper,Harper
livestock,bétail
mardi,mardi
exemption,exemption
tenant,locataire
sustainability,durabilité
cabinets,armoires
tattoo,tatouage
shake,secouer
algebra,algèbre
shadows,ombres
holly,houx
formatting,formatage
silly,idiot
nutritional,nutritionnel
yea,ouais
mercy,miséricorde
hartford,Hartford
freely,librement
marcus,marcus
sunrise,lever du soleil
wrapping,emballage
mild,bénin
fur,fourrure
nicaragua,Nicaragua
weblogs,blogs
timeline,chronologie
tar,goudron
belongs,appartient
rj,RJ
readily,facilement
affiliation,affiliation
soc,soc
fence,clôture
nudist,nudiste
infinite,infini
diana,Diane
ensures,assure
relatives,parents
lindsay,lindsay
clan,clan
legally,légalement
shame,honte
satisfactory,satisfaisant
revolutionary,révolutionnaire
bracelets,bracelets
sync,synchronisation
civilian,civil
telephony,téléphonie
mesa,mesa
fatal,fatal
remedy,remède
realtors,agents immobiliers
breathing,respiration
briefly,brièvement
thickness,épaisseur
adjustments,ajustements
graphical,graphique
genius,génie
discussing,discussion
aerospace,aérospatial
fighter,combattant
meaningful,significatif
flesh,chair
retreat,retraite
adapted,adapté
barely,à peine
wherever,partout où
estates,domaine
rug,tapis
democrat,démocrate
borough,arrondissement
maintains,maintient
failing,défaut
shortcuts,raccourcis
ka,ka
retained,retenu
voyeurweb,Voyeurweb
pamela,pamela
andrews,Andrews
marble,marbre
extending,extension
jesse,Jesse
specifies,spécifier
hull,coque
logitech,logitech
surrey,Surrey
briefing,briefing
belkin,Belkin
dem,demand
accreditation,accréditation
wav,wav
blackberry,mûre
highland,montagnes
meditation,méditation
modular,modulaire
microphone,microphone
macedonia,Macédoine
combining,combinaison
brandon,Brandon
instrumental,instrumental
giants,géants
organizing,organiser
shed,hangar
balloon,ballon
moderators,modérateurs
winston,Winston
memo,note
ham,jambon
solved,résolu
tide,marée
kazakhstan,Kazakhstan
hawaiian,hawaïen
standings,classement
partition,partition
invisible,invisible
gratuit,gratuit
consoles,consoles
funk,trouille
fbi,FBI
qatar,Qatar
magnet,aimant
translations,traductions
porsche,porsche
cayman,Caïdeur
jaguar,jaguar
reel,bobine
sheer,pur
commodity,marchandise
posing,pose
wang,secouer
kilometers,kilomètres
rp,rp
bind,lier
thanksgiving,action de grâces
rand,rand
hopkins,hopkins
urgent,urgent
guarantees,garanties
infants,nourrissons
gothic,gothique
cylinder,cylindre
witch,sorcière
buck,mâle
indication,indication
eh,Eh
congratulations,Félicitations
tba,TBA
cohen,Cohen
sie,se tarir
usgs,USGS
puppy,chiot
kathy,kathy
acre,acre
graphs,graphiques
surround,entourer
cigarettes,cigarettes
revenge,vengeance
expires,expire
enemies,ennemis
lows,bas de basses
controllers,contrôleurs
aqua,aqua
chen,Chen
emma,Emma
consultancy,conseil
finances,finances
accepts,accepter
enjoying,profit
conventions,conventions
eva,Eva
patrol,patrouille
smell,odeur
pest,ravageur
hc,HC
italiano,Italiano
coordinates,coordonnées
rca,RCA
fp,fp
carnival,carnaval
roughly,à peu près
sticker,autocollant
promises,promesses
responding,répondant
reef,récif
physically,physiquement
divide,diviser
stakeholders,parties prenantes
hydrocodone,hydrocodone
gst,TPS
consecutive,consécutif
cornell,cornell
satin,satin
bon,bonder
deserve,mériter
attempting,tentative
mailto,courrier
promo,promotion
jj,JJ
representations,représentations
chan,chan
worried,inquiet
tunes,morceaux
garbage,ordures
competing,en compétition
combines,combinaison
mas,mas
beth,Beth
bradford,Bradford
len,Len
phrases,phrases
kai,kai
peninsula,péninsule
chelsea,chélat
boring,ennuyeux
reynolds,reynolds
dom,dom
jill,jill
accurately,avec précision
speeches,discours
reaches,tronçon
schema,schéma
considers,considérer
sofa,canapé
catalogs,catalogues
ministries,ministères
vacancies,postes vacants
quizzes,quiz
parliamentary,parlementaire
obj,obj
prefix,préfixe
lucia,Lucia
savannah,savane
barrel,baril
typing,dactylographie
nerve,nerf
dans,pavé
planets,planètes
deficit,déficit
boulder,rocher
pointing,pointant
renew,renouveler
coupled,accouplé
viii,viii
myanmar,Myanmar
metadata,métadonnées
harold,Harold
circuits,circuits
floppy,souple
texture,texture
handbags,sacs à main
jar,pot
ev,EV
somerset,Somerset
incurred,encourus
acknowledge,reconnaître
thoroughly,soigneusement
antigua,antigua
nottingham,Nottingham
thunder,tonnerre
tent,tente
caution,prudence
identifies,identifier
questionnaire,questionnaire
qualification,qualification
locks,écluses
modelling,modélisation
namely,à savoir
miniature,miniature
dept,département
hack,pirater
dare,oser
euros,euros
interstate,entre États
pirates,pirates
aerial,aérien
hawk,faucon
consequence,conséquence
rebel,rebelle
systematic,systématique
perceived,perçu
origins,origines
hired,embauché
makeup,se maquiller
textile,textile
lamb,agneau
madagascar,Madagascar
nathan,Nathan
tobago,tobago
presenting,présentation
cos,cos
troubleshooting,dépannage
uzbekistan,Ouzbékistan
indexes,index
pac,Pac
rl,rl
erp,erp
centuries,siècles
gl,glousser
magnitude,ampleur
ui,ui
richardson,Richardson
hindu,hindou
dh,dh
fragrances,parfums
vocabulary,vocabulaire
licking,léchage
earthquake,tremblement de terre
vpn,VPN
fundraising,collecte de fonds
fcc,FCC
markers,marqueurs
weights,poids
albania,Albanie
geological,géologique
assessing,évaluation
lasting,durable
wicked,méchant
eds,éd.
introduces,introduction
kills,violon
roommate,colocataire
webcams,webcams
pushed,poussé
webmasters,webmasters
ro,ro
df,df
computational,calcul
acdbentity,acdbentité
participated,participé
junk,ordure
handhelds,ordinateurs de poche
wax,cire
lucy,Lucy
answering,réponse
hans,hans
impressed,impressionné
slope,pente
reggae,reggae
failures,échecs
poet,poète
conspiracy,conspiration
surname,nom de famille
theology,théologie
nails,clous
evident,évident
whats,quoi
rides,promenades
rehab,réhabilitation
epic,épique
saturn,Saturne
organizer,organisateur
nut,noix
allergy,allergie
sake,saké
twisted,tordu
combinations,combinaisons
preceding,précédent
merit,mérite
enzyme,enzyme
cumulative,cumulatif
zshops,zshops
planes,avions
edmonton,Edmonton
tackle,tacle
disks,disques
condo,condo
pokemon,pokemon
amplifier,amplificateur
ambien,ambien
arbitrary,arbitraire
prominent,éminent
retrieve,récupérer
lexington,lexington
vernon,vernon
sans,sans
worldcat,worldcat
titanium,titane
irs,IRS
fairy,fée
builds,construction
contacted,contacté
shaft,arbre
lean,maigre
bye,au revoir
cdt,CDT
recorders,enregistreurs
occasional,occasionnel
leslie,Leslie
casio,casio
deutsche,deutsche
ana,ana
postings,postes
innovations,innovations
kitty,minou
postcards,cartes postales
dude,mec
drain,vidange
monte,monte
fires,incendie
algeria,Algérie
blessed,béni
luis,Luis
reviewing,révision
cardiff,cardiff
cornwall,Cornouailles
favors,faveurs
potato,pomme de terre
panic,panique
explicitly,explicitement
sticks,bâtons
leone,Leone
transsexual,transsexuel
ez,EZ
citizenship,citoyenneté
excuse,excuse
reforms,réformes
basement,sous-sol
onion,oignon
strand,brin
pf,PF
sandwich,sandwich
uw,uw
lawsuit,procès
alto,alto
informative,informatif
girlfriend,petite amie
bloomberg,Bloomberg
cheque,vérifier
hierarchy,hiérarchie
influenced,influencé
banners,bannières
reject,rejeter
eau,eau
abandoned,abandonné
bd,bd
circles,cercles
italic,italique
beats,battements
merry,joyeux
mil,mil
scuba,scaphandre autonome
gore,sang
complement,complément
cult,culte
dash,tiret
passive,passif
mauritius,Maurice
valued,estimé
cage,cage
checklist,liste de contrôle
bangbus,Bangbus
requesting,demande
courage,courage
verde,verde
lauderdale,lauderdale
scenarios,scénarios
gazette,gazette
hitachi,hitachi
divx,divx
extraction,extraction
batman,Batman
elevation,élévation
hearings,audiences
coleman,Coleman
hugh,Hugh
lap,genoux
utilization,utilisation
beverages,boissons
calibration,étalonnage
jake,jake
eval,évaluer
efficiently,efficacement
anaheim,anaheim
ping,ping-ping
textbook,manuel
dried,séché
entertaining,amusant
prerequisite,condition préalable
luther,luther
frontier,frontière
settle,régler
stopping,arrêt
refugees,réfugiés
knights,chevaliers
hypothesis,hypothèse
palmer,palmer
medicines,médicaments
flux,flux
derby,Derby
sao,sao
peaceful,pacifique
altered,modifié
pontiac,Pontiac
regression,régression
doctrine,doctrine
scenic,scénique
trainers,entraîneurs
muze,muze
enhancements,améliorations
renewable,renouvelable
intersection,intersection
passwords,mots de passe
sewing,couture
consistency,cohérence
collectors,collectionneurs
conclude,conclure
recognised,reconnu
munich,Munich
oman,Oman
celebs,célébrités
gmc,GMC
propose,proposer
hh,HH
azerbaijan,Azerbaïdjan
lighter,plus léger
rage,rage
adsl,ADSL
uh,euh
prix,prix
astrology,astrologie
advisors,conseillers
pavilion,pavillon
tactics,tactique
trusts,fiducie
occurring,qui se produit
supplemental,supplémentaire
travelling,voyages
talented,talentueux
annie,Annie
pillow,oreiller
induction,induction
derek,derek
precisely,précisément
shorter,plus court
harley,harley
spreading,diffusion
provinces,provinces
relying,compter
finals,finales
paraguay,Paraguay
steal,voler
parcel,colis
refined,raffiné
fd,FD
bo,bêle
fifteen,quinze
widespread,répandu
incidence,incidence
fears,craintes
predict,prédire
boutique,boutique
acrylic,acrylique
rolled,roulé
tuner,tuner
avon,Avon
incidents,incidents
peterson,pédorant
rays,rayons
asn,ASN
shannon,shannon
toddler,enfant en bas âge
enhancing,renforcement
flavor,saveur
alike,même
walt,walt
homeless,sans-abri
horrible,horrible
hungry,affamé
metallic,métallique
acne,acné
blocked,bloqué
interference,ingérence
warriors,guerriers
palestine,Palestine
listprice,prix de liste
libs,lib
undo,défaire
cadillac,cadillac
atmospheric,atmosphérique
malawi,Malawi
wm,WM
pk,pk
sagem,sager
knowledgestorm,tempête de connaissance
dana,Dana
halo,halo
ppm,ppm
curtis,curtis
parental,parental
referenced,référencé
strikes,frappes
lesser,moindre
publicity,publicité
marathon,marathon
ant,fourmi
proposition,proposition
gays,gays
pressing,pressage
gasoline,essence
apt,apte
dressed,habillé
scout,scout
belfast,Belfast
exec,exécutif
dealt,faire face à
niagara,Niagara
inf,infirme
eos,EOS
warcraft,warcraft
charms,charme
catalyst,catalyseur
trader,commerçant
bucks,chevreuils
allowance,allocation
vcr,magnétophone
denial,dénégation
uri,uri
designation,désignation
thrown,jeté
prepaid,prépayé
raises,augmentation
gem,gemme
duplicate,double
electro,électro
criterion,critère
badge,badge
wrist,poignet
civilization,civilisation
analyzed,analysé
vietnamese,vietnamien
heath,bruyère
tremendous,formidable
ballot,scrutin
lexus,lexus
varying,variable
remedies,remèdes
validity,validité
trustee,curateur
maui,maudi
handjobs,branchons
weighted,pondéré
angola,Angola
squirt,jet
performs,joue
plastics,plastiques
realm,royaume
corrected,corrigé
jenny,Jenny
helmet,casque
salaries,salaires
postcard,carte postale
elephant,éléphant
yemen,Yémen
encountered,rencontré
tsunami,tsunami
scholar,savant
nickel,nickel
internationally,au niveau international
surrounded,entouré
psi,psi
buses,bus
expedia,expedia
geology,géologie
pct,PCT
wb,WB
creatures,créatures
coating,revêtement
commented,commenté
wallet,portefeuille
cleared,effacé
smilies,soumies
vids,vids
accomplish,accomplir
boating,navigation de navigation
drainage,drainage
shakira,shakira
corners,coins
broader,plus large
vegetarian,végétarien
rouge,rouge
yeast,levure
yale,Yale
newfoundland,Terre-Neuve
sn,sn
qld,qld
pas,pas
clearing,clairière
investigated,enquêté
dk,dk
ambassador,ambassadeur
coated,recouvert
intend,avoir l'intention
stephanie,stonétique
contacting,contact
vegetation,végétation
doom,perte
findarticles,findarticles
louise,Louise
kenny,Kenny
specially,spécialement
owen,owen
routines,routines
hitting,frappe
yukon,Yukon
beings,êtres
bite,mordre
issn,ISSN
aquatic,aquatique
reliance,dépendance
habits,habitudes
striking,frappant
myth,mythe
infectious,infectieux
podcasts,podcasts
singh,chant
gig,cabriolet
gilbert,Gilbert
sas,sas
ferrari,ferrari
continuity,continuité
brook,ruisseau
fu,fu
outputs,sorties
phenomenon,phénomène
ensemble,ensemble
insulin,insuline
assured,assuré
biblical,biblique
weed,herbe
conscious,conscient
accent,accent
mysimon,mysimon
eleven,onze
wives,épouses
ambient,ambiant
utilize,utiliser
mileage,kilométrage
oecd,OCDE
prostate,prostate
adaptor,adaptateur
auburn,auburn
unlock,ouvrir
hyundai,Hyundai
pledge,gage
vampire,vampire
angela,Angela
relates,se rapporte
nitrogen,azote
xerox,photocopier
dice,faire des dés
merger,fusionnement
softball,softball
referrals,références
quad,quadruple
dock,quai
differently,différemment
firewire,firewire
mods,mods
nextel,neztel
framing,encadrement
organised,organisé
musician,musicien
blocking,blocage
rwanda,Rwanda
sorts,sorte
integrating,intégration
vsnet,vsnet
limiting,limitant
dispatch,expédition
revisions,révisions
papua,Papouasie
restored,restauré
hint,indice
armor,armure
riders,cavaliers
chargers,chargeurs
remark,remarque
dozens,dizaines
varies,varie
msie,mineure
reasoning,raisonnement
wn,wn
liz,liz
rendered,rendu
picking,cueillette
charitable,charitable
guards,gardes
annotated,annoté
ccd,CCRC
sv,SV
convinced,convaincu
openings,ouvertures
buys,achats
burlington,Burlington
replacing,remplacement
researcher,chercheur
watershed,bassin
councils,conseils
occupations,occupations
acknowledged,reconnu
nudity,nudité
kruger,Kruger
pockets,poches
granny,mamie
pork,porc
zu,zu
equilibrium,équilibre
viral,viral
inquire,renseigner
pipes,tuyaux
characterized,caractérisé
laden,chargé
aruba,aruba
cottages,cottages
realtor,agent immobilier
merge,fusionner
privilege,privilège
edgar,Edgar
develops,se développe
qualifying,qualification
chassis,châssis
dubai,Dubaï
estimation,estimation
barn,grange
pushing,poussée
llp,LLP
fleece,toison
pediatric,pédiatrique
boc,boc
fare,tarif
dg,DG
asus,asus
pierce,percer
allan,Allan
dressing,pansement
techrepublic,techrepublic
sperm,sperme
vg,vg
bald,chauve
filme,filmer
craps,craps
fuji,Fuji
frost,gel
leon,leon
institutes,instituts
mold,moule
dame,dame
fo,foot
sally,sortie
yacht,yacht
tracy,tracy
prefers,préfère
drilling,forage
brochures,brochures
herb,herbe
tmp,TMP
alot,beaucoup
ate,a mangé
breach,enfreindre
whale,baleine
traveller,voyageur
appropriations,crédits
suspected,soupçonné
tomatoes,tomates
benchmark,référence
beginners,débutants
instructors,instructeurs
highlighted,mis en évidence
bedford,Bedford
stationery,papeterie
idle,inactif
mustang,mustang
unauthorized,non autorisé
clusters,groupes
antibody,anticorps
competent,compétent
momentum,élan
fin,ailette
wiring,câblage
io,Io
pastor,pasteur
mud,boue
calvin,calvin
uni,uni
shark,requin
contributor,donateur
demonstrates,démonstration
phases,phases
grateful,reconnaissant
emerald,émeraude
gradually,progressivement
laughing,en riant
grows,grandir
cliff,falaise
desirable,souhaitable
tract,traction
ul,ul
ballet,ballet
ol,ol
journalist,journaliste
abraham,Abraham
js,js
bumper,pare-chocs
afterwards,après
webpage,page web
religions,religions
garlic,ail
hostels,auberges
shine,briller
senegal,Sénégal
explosion,explosion
pn,pn
banned,interdit
wendy,wendy
briefs,slips
signatures,signatures
diffs,difficultés
cove,crique
mumbai,Mumbai
ozone,ozone
disciplines,disciplines
casa,casa
mu,mu
daughters,filles
conversations,conversations
radios,radios
tariff,tarif
nvidia,nvidia
opponent,adversaire
pasta,pâtes
simplified,simplifié
muscles,muscles
serum,sérum
wrapped,enveloppé
swift,rapide
motherboard,carte mère
runtime,temps d'exécution
inbox,boîte de réception
focal,focal
bibliographic,bibliographique
vagina,vagin
eden,Eden
distant,loin
incl,y compris
champagne,Champagne
ala,ala
decimal,décimal
hq,siège social
deviation,déviation
superintendent,directeur
propecia,propecia
dip,tremper
nbc,NBC
samba,samba
hostel,auberge
housewives,femmes au foyer
employ,employer
mongolia,Mongolie
penguin,manchot
magical,magique
influences,influences
inspections,inspections
irrigation,irrigation
miracle,miracle
manually,manuellement
reprint,réimpression
reid,Reid
wt,wt
hydraulic,hydraulique
centered,centré
robertson,Robertson
flex,fléchir
yearly,annuel
penetration,pénétration
wound,blesser
belle,belle
rosa,Rosa
conviction,conviction
hash,hacher
omissions,omissions
writings,écrits
hamburg,Hambourg
lazy,paresseux
mv,mv
mpg,MPG
retrieval,récupération
qualities,qualités
cindy,cindy
lolita,lolita
fathers,pères
carb,glucide
charging,chargement
cas,ch
marvel,merveille
lined,doublé
cio,CIO
dow,dow
prototype,prototype
importantly,en bonne place
rb,RB
petite,menue
apparatus,appareil
upc,UPC
terrain,terrain
dui,DUI
pens,enclos
explaining,expliquant
yen,yen
strips,bandes
gossip,potins
rangers,Rangers
nomination,nomination
empirical,empirique
mh,MH
rotary,rotatif
worm,ver
dependence,dépendance
discrete,discret
beginner,débutant
boxed,en boîte
lid,couvercle
sexuality,sexualité
polyester,polyester
cubic,cubique
deaf,sourd
commitments,engagements
suggesting,suggérant
sapphire,saphir
kinase,kinase
skirts,jupes
mats,nattes
remainder,reste
crawford,Crawford
labeled,étiqueté
privileges,privilèges
televisions,téléviseurs
specializing,spécialisation
marking,marquage
commodities,marchandises
pvc,PVC
serbia,Serbie
sheriff,shérif
griffin,griffon
declined,refusé
guyana,Guyane
spies,espions
blah,bla
mime,mime
neighbor,voisin
motorcycles,motos
elect,élire
highways,autoroutes
thinkpad,thinkpad
concentrate,se concentrer
intimate,intime
reproductive,reproducteur
preston,Preston
deadly,mortel
cunt,chatte
feof,feof
bunny,lapin
chevy,chevy
molecules,molécules
rounds,rondes
longest,le plus long
