en,fr
reporting,déclaration
essential,essentiel
myself,moi-même
tours,tournées
platform,plate-forme
load,charger
affiliate,filiale
labor,travail
immediately,immédiatement
admin,administrer
nursing,allaitement
defense,défense
machines,machines
designated,désigné
tags,balises
heavy,lourd
covered,couvert
recovery,récupération
joe,Joe
guys,les gars
integrated,intégré
configuration,configuration
cock,coq
merchant,marchand
comprehensive,complet
expert,expert
universal,universel
protect,protéger
drop,baisse
solid,solide
cds,CDS
presentation,présentation
languages,langues
became,devenu
orange,orange
compliance,conformité
vehicles,véhicules
prevent,prévenir
theme,thème
rich,riche
im,je suis
campaign,campagne
marine,marin
improvement,amélioration
vs,contre
guitar,guitare
finding,constatation
pennsylvania,Pennsylvanie
examples,exemples
ipod,iPod
saying,adage
spirit,esprit
ar,ar
claims,réclamations
porno,porno
challenge,défi
motorola,Motorola
acceptance,acceptation
strategies,stratégies
mo,MO
seem,sembler
affairs,affaires
touch,touche
intended,destiné
towards,vers
sa,SA
goals,objectifs
hire,embaucher
election,élection
suggest,suggérer
branch,bifurquer
charges,frais
serve,servir
affiliates,affiliés
reasons,raisons
magic,magie
mount,monter
smart,intelligent
talking,parler
gave,a donné
ones,ceux
latin,latin
multimedia,multimédia
xp,xp
tits,seins
avoid,éviter
certified,agréé
manage,gérer
corner,coin
rank,rang
computing,calcul
oregon,Oregon
element,élément
birth,naissance
virus,virus
abuse,abus
interactive,interactif
requests,demandes
separate,séparé
quarter,quart
procedure,procédure
leadership,direction
tables,tables
define,définir
racing,courses
religious,religieux
facts,faits
breakfast,petit-déjeuner
kong,kong
column,colonne
plants,plantes
faith,foi
chain,chaîne
developer,promoteur
identify,identifier
avenue,rue
missing,manquant
died,décédé
approximately,environ
domestic,domestique
sitemap,sitemap
recommendations,recommandations
moved,émouvant
houston,Houes
reach,atteindre
comparison,comparaison
mental,mental
viewed,visualisé
moment,moment
extended,étendu
sequence,séquence
inch,pouce
attack,attaque
sorry,Désolé
centers,centres
opening,ouverture
damage,dommage
lab,laboratoire
reserve,réserve
recipes,recettes
cvs,CVS
gamma,gamma
plastic,plastique
produce,produire
snow,neige
placed,mis
truth,vérité
counter,comptoir
failure,échec
follows,suit
eu,UE
weekend,fin de semaine
dollar,dollar
camp,camp
ontario,Ontario
automatically,automatiquement
des,des
minnesota,Minnesota
films,films
bridge,pont
native,indigène
fill,remplir
williams,Williams
movement,mouvement
printing,impression
baseball,base-ball
owned,propriétaire
approval,approbation
draft,brouillon
chart,graphique
played,joué
contacts,contacts
cc,CC
jesus,Jésus
readers,lecteurs
clubs,clubs
lcd,LCD
wa,Washington
jackson,Jackson
equal,égal
adventure,aventure
matching,apparition
offering,offre
shirts,chemises
profit,profit
leaders,dirigeants
posters,affiches
institutions,institutions
assistant,assistant
variable,variable
ave,avenue
dj,DJ
advertisement,publicité
expect,attendre
parking,parking
headlines,titres
yesterday,hier
compared,comparé
determined,déterminé
wholesale,de gros
workshop,atelier
russia,Russie
gone,disparu
codes,codes
kinds,sortes
extension,extension
seattle,Seattle
statements,affirmations
golden,doré
completely,complètement
teams,équipes
fort,fort
cm,cm
wi,wi
lighting,éclairage
senate,sénat
forces,forces
funny,drôle
brother,frère
gene,gène
turned,tourné
portable,portable
tried,essayé
electrical,électrique
applicable,en vigueur
disc,disque
returned,retourné
pattern,modèle
ct,ct
hentai,hentai
boat,bateau
named,nommé
theatre,théâtre
laser,laser
earlier,plus tôt
manufacturers,fabricants
sponsor,parrainer
classical,classique
icon,icône
warranty,garantie
dedicated,dédié
indiana,Indiana
direction,direction
harry,harceler
basketball,basket-ball
objects,objets
ends,fin
delete,supprimer
evening,soirée
assembly,assemblée
nuclear,nucléaire
taxes,taxes
mouse,souris
signal,signal
criminal,criminel
issued,émis
brain,cerveau
sexual,sexuel
wisconsin,Wisconsin
powerful,puissant
dream,rêve
obtained,obtenu
false,FAUX
da,da
cast,casting
flower,fleur
felt,feutre
personnel,personnel
passed,passé
supplied,fourni
identified,identifié
falls,chute
pic,pic
soul,âme
aids,sida
opinions,opinion
promote,promouvoir
stated,a déclaré
stats,statistiques
hawaii,Hawaii
professionals,professionnels
appears,apparaît
carry,porter
flag,drapeau
decided,décidé
nj,New Jersey
covers,couvertures
hr,heure
em,em
advantage,avantage
hello,Bonjour
designs,dessins
maintain,maintenir
tourism,tourisme
priority,priorité
newsletters,newsletters
adults,adultes
clips,clips
savings,économies
iv,iv
graphic,graphique
atom,atome
payments,paiements
rw,rw
estimated,estimé
binding,obligatoire
brief,bref
ended,terminé
winning,gagnant
eight,huit
anonymous,anonyme
iron,fer
straight,droit
script,scénario
served,servi
wants,désirs
miscellaneous,divers
prepared,préparé
void,vide
dining,à manger
alert,alerte
integration,intégration
atlanta,Atlanta
dakota,dakota
tag,étiqueter
interview,entretien
mix,mélanger
framework,cadre
disk,disque
installed,installé
queen,reine
vhs,VHS
credits,crédits
clearly,clairement
fix,réparer
handle,poignée
sweet,doux
desk,bureau
criteria,critères
pubmed,pubment
dave,Dave
massachusetts,Massachusetts
diego,Diego
hong,hong
vice,vice
associate,associé
ne,ne
truck,camion
behavior,comportement
enlarge,agrandir
ray,rayon
frequently,fréquemment
revenue,revenu
measure,mesure
changing,changement
votes,votes
du,du
duty,devoir
looked,regarder
discussions,discussions
bear,ours
gain,gagner
festival,festival
laboratory,laboratoire
ocean,océan
flights,vols
experts,experts
signs,signes
lack,manque
depth,profondeur
iowa,Iowa
whatever,peu importe
logged,connecté
laptop,ordinateur portable
vintage,ancien
train,former
exactly,exactement
dry,sec
explore,explorer
maryland,Maryland
spa,spa
concept,concept
nearly,presque
eligible,admissible
checkout,vérifier
reality,réalité
forgot,oublié
handling,manutention
origin,origine
knew,savait
gaming,jeu
feeds,aliments
billion,milliard
destination,destination
scotland,Écosse
faster,plus rapide
intelligence,intelligence
dallas,Dallas
bought,acheté
con,escroquer
ups,hauts
nations,nations
route,itinéraire
followed,suivi
specifications,caractéristiques
broken,cassé
tripadvisor,tripadvisor
frank,franc
alaska,Alaska
zoom,zoom
blow,souffler
battle,bataille
residential,Résidentiel
anime,anime
speak,parler
decisions,décisions
industries,industries
protocol,protocole
query,requête
clip,agrafe
partnership,partenariat
editorial,éditorial
nt,NT
expression,expression
es,es
equity,équité
provisions,dispositions
speech,discours
wire,fil
principles,principes
suggestions,suggestions
rural,rural
shared,commun
sounds,sons
replacement,remplacement
tape,ruban adhésif
strategic,stratégique
judge,juge
spam,courrier indésirable
economics,économie
acid,acide
bytes,octets
cent,cent
forced,forcé
compatible,compatible
fight,lutte
apartment,appartement
height,hauteur
null,nul
zero,zéro
speaker,conférencier
filed,déposé
gb,GB
netherlands,Pays-Bas
obtain,obtenir
bc,BC
consulting,consultant
recreation,récréation
offices,bureaux
designer,designer
remain,rester
managed,géré
pr,RP
failed,échoué
marriage,mariage
roll,rouler
korea,Corée
banks,banques
fr,frousser
participants,participants
secret,secrète
bath,bain
aa,AA
kelly,kelly
leads,conduit
negative,négatif
austin,Austin
favorites,favoris
toronto,Toronto
theater,théâtre
springs,ressorts
missouri,Missouri
andrew,Andrew
var,notre
perform,effectuer
healthy,en bonne santé
translation,traduction
estimates,estimations
font,fonte
assets,actifs
injury,blessure
mt,MT
joseph,Joseph
ministry,ministère
drivers,conducteurs
lawyer,avocat
figures,chiffres
married,marié
protected,protégé
proposal,proposition
sharing,partage
philadelphia,Philadelphie
portal,portail
waiting,en attendant
birthday,anniversaire
beta,bêta
fail,échouer
gratis,gratuitement
banking,bancaire
officials,fonctionnaires
brian,Brian
toward,vers
won,gagné
slightly,légèrement
assist,assister
conduct,conduire
contained,contenu
lingerie,lingerie
shemale,Shemate
legislation,législation
calling,appel
parameters,paramètres
jazz,jazz
serving,portion
bags,sacs
profiles,profils
miami,Miami
comics,bandes dessinées
matters,importe
houses,maisons
doc,doc
postal,postal
relationships,relations
tennessee,Tennessee
wear,porter
controls,commandes
breaking,rupture
combined,combiné
ultimate,ultime
wales,Pays de Galles
representative,représentant
frequency,fréquence
introduced,présenté
minor,mineure
finish,finition
departments,services
residents,résidents
noted,noté
displayed,affiché
mom,maman
reduced,réduit
physics,physique
rare,rare
spent,dépensé
performed,effectué
extreme,extrême
samples,échantillons
davis,davis
daniel,Daniel
bars,bars
reviewed,révisé
row,rangée
oz,oz
forecast,prévision
removed,supprimé
helps,aider
singles,simple
administrator,administrateur
cycle,faire du vélo
amounts,montants
contain,contenir
accuracy,précision
dual,double
rise,augmenter
usd,USD
sleep,dormir
mg,mg
bird,oiseau
pharmacy,pharmacie
brazil,Brésil
creation,création
static,statique
scene,scène
hunter,chasseur
addresses,adresses
lady,dame
crystal,cristal
famous,célèbre
writer,écrivain
chairman,président
violence,violence
fans,fans
oklahoma,Oklahoma
speakers,haut-parleurs
drink,boire
academy,académie
dynamic,dynamique
gender,genre
eat,manger
permanent,permanent
agriculture,agriculture
dell,tablier
cleaning,nettoyage
constitutes,constitue
portfolio,portefeuille
practical,pratique
delivered,livré
collectibles,objets de collection
infrastructure,infrastructure
exclusive,exclusif
seat,siège
concerns,préoccupations
colour,couleur
vendor,fournisseur
originally,initialement
intel,intel
utilities,services publics
philosophy,philosophie
regulation,règlement
officers,officiers
reduction,réduction
aim,but
bids,offre
referred,référé
supports,soutien
nutrition,nutrition
recording,enregistrement
regions,régions
junior,junior
toll,sonner
les,les
cape,cap
ann,Ann
rings,anneau
meaning,signification
tip,conseil
secondary,secondaire
wonderful,merveilleux
mine,le mien
ladies,dames
henry,Henri
ticket,billet
announced,annoncé
guess,deviner
agreed,convenu
prevention,prévention
whom,qui
ski,ski
soccer,football
math,mathématiques
import,importer
posting,affectation
presence,présence
instant,instantané
mentioned,mentionné
automatic,automatique
healthcare,soins de santé
